8,6AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&keyword=wikidata&instance=,1511357622200
8,7AS,-,1511357623556
3,3BF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q843152&properties=&properties=&properties=&properties=P1855%23%23Q3378290&properties=P2302%23%23Q21503250,1511357664458
3,4BS,-,1511357665939
8,7AF,http://tinyurl.com/ybx9dorj,1511357671704
10,2AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q23397&properties=P17%23%23Q1009,1511357672866
8,8AS,-,1511357672969
10,3AS,-,1511357675972
5,4BF,https://query.wikidata.org/#SELECT%20%3FPapas%20%3FPapasLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%3FPapas%20wdt%3AP1889%20wd%3AQ2050567.%0A%7D%0ALIMIT%20100,1511357677650
5,5BS,-,1511357680406
2,8AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q95074&properties=P1080%23%23Q2050824,1511357688204
2,9AS,-,1511357689387
0,4AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q5&properties=P39%23%23Q19546,1511357690254
0,5AS,-,1511357691462
1,8BF,https://query.wikidata.org/#SELECT%20%3Fpersonaje_de_ficci_n%20%3Fpersonaje_de_ficci_nLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Fpersonaje_de_ficci_n%20wdt%3AP31%20wd%3AQ95074.%0A%20%20%3Fpersonaje_de_ficci_n%20wdt%3AP1080%20wd%3AQ931597.%0A%7D%0ALIMIT%20100,1511357692541
6,5AF,https://query.wikidata.org/#SELECT%20%3Fmujer%20%3FmujerLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Fmujer%20wdt%3AP21%20wd%3AQ6581072.%0A%20%20%3Fmujer%20wdt%3AP19%20wd%3AQ25.%0A%7D%0ALIMIT%20100,1511357693401
1,9BS,-,1511357694224
6,6AS,-,1511357695373
8,8AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&keyword=marvel&instance=,1511357705913
8,9AS,-,1511357707115
10,3AF,https://query.wikidata.org/#SELECT%20%3Ffaro%20%3FfaroLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Ffaro%20wdt%3AP31%20wd%3AQ39715.%0A%20%20%3Ffaro%20wdt%3AP17%20wd%3AQ20.%0A%7D%0ALIMIT%20100,1511357725712
10,4AS,-,1511357727596
4,3AF,https://query.wikidata.org/#SELECT %3Fobra_de_teatro %3Fobra_de_teatroLabel WHERE {%0A SERVICE wikibase%3Alabel { bd%3AserviceParam wikibase%3Alanguage [AUTO_LANGUAGE]%2Cen. }%0A %3Fobra_de_teatro wdt%3AP31 wd%3AQ28517170.%0A %3Fobra_de_teatro wdt%3AP17 wd%3AQ20.%0A}%0ALIMIT 100,1511357737738
4,4AS,-,1511357742645
2,9AF,,1511357750995
2,10AS,-,1511357752156
9,5BF,,1511357778867
9,6BS,-,1511357780710
6,6AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q13442814&properties=P921%23%23Q2013,1511357801444
6,7AS,-,1511357803565
1,9BF,,1511357808277
1,10BS,-,1511357810022
2,10AF,,1511357815803
9,6BF,https://query.wikidata.org/#SELECT%20%3Fart_culo_cient_fico%20%3Fart_culo_cient_ficoLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%3Fart_culo_cient_fico%20wdt%3AP31%20wd%3AQ13442814.%0A%20%20%3Fart_culo_cient_fico%20wdt%3AP921%20wd%3AQ2013.%0A%7D%0ALIMIT%20100,1511357835483
9,7BS,-,1511357837326
3,4BF,https://query.wikidata.org/#SELECT *%0AWHERE {%0A %3Fx <https%3A%2F%2Fwww.wikidata.org%2Fwiki%2FProperty%3AP39> <https%3A%2F%2Fwww.wikidata.org%2Fwiki%2FQ19546>.%0A },1511357858470
3,5BS,-,1511357859516
9,7BF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q21191270&properties=P179%23%23Q321423,1511357876477
9,8BS,-,1511357878470
0,5AF,https://query.wikidata.org/#SELECT%20%3Finstancia_de%20%3Finstancia_deLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Finstancia_de%20wdt%3AP1269%20wd%3AQ467.%0A%20%20%3Finstancia_de%20wdt%3AP19%20wd%3AQ25.%0A%7D%0ALIMIT%20100,1511357887214
0,6AS,-,1511357888537
10,4AF,,1511357917236
10,5AS,-,1511357918613
8,9AF,,1511357921978
8,10AS,-,1511357923301
0,6AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q13442814&properties=P921%23%23Q2013,1511357935845
0,7AS,-,1511357937348
6,7AF,https://query.wikidata.org/#SELECT%20%3FLaw___Order%20%3FLaw___OrderLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3FLaw___Order%20wdt%3AP179%20wd%3AQ321423.%0A%20%20%0A%20%20%3FLaw___Order%20wdt%3AP31%20wd%3AQ21191270.%0A%7D%0ALIMIT%20100,1511357949083
6,8AS,-,1511357951325
9,8BF,https://query.wikidata.org/#SELECT%20%3Fpersonaje_de_ficci_n%20%3Fpersonaje_de_ficci_nLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%0A%20%20%3Fpersonaje_de_ficci_n%20wdt%3AP31%20wd%3AQ95074.%0A%20%20%0A%20%20%3Fpersonaje_de_ficci_n%20wdt%3AP1080%20wd%3AQ931597.%0A%7D%0ALIMIT%20100,1511357956750
9,9BS,-,1511357958070
1,10BF,https://query.wikidata.org/#SELECT%20%3FCulicidae%20%3FCulicidaeLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3FCulicidae%20wdt%3AP171%20wd%3AQ7367.%0A%7D%0ALIMIT%20100,1511357968238
4,4AF,http://facet.dcc.uchile.cl/grafa/search?instance=Q5&properties=P106%23%23Q740369,1511357971252
4,5AS,-,1511357972461
3,5BF,,1511358017059
3,6BS,-,1511358018013
5,5BF,http://facet.dcc.uchile.cl/grafa/search?keyword=Mujeres+nacidas+en+Gales&instance=,1511358045749
5,6BS,-,1511358047252
0,7AF,https://query.wikidata.org/#SELECT%20%3Finstance_of%20%3Finstance_ofLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Finstance_of%20wdt%3AP31%20wd%3AQ21191270.%0A%20%20%3Finstance_of%20wdt%3AP179%20wd%3AQ321423.%0A%7D%0ALIMIT%20100,1511358098878
0,8AS,-,1511358099940
9,9BF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q5&properties=P509%23%23Q170518,1511358112193
9,10BS,-,1511358116565
5,6BF,https://query.wikidata.org/#SELECT%20%3Fart_culo_cient_fico%20%3Fart_culo_cient_ficoLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3Fart_culo_cient_fico%20wdt%3AP31%20wd%3AQ13442814.%0A%20%20%3Fart_culo_cient_fico%20wdt%3AP921%20wd%3AQ2013.%0A%7D%0ALIMIT%20100,1511358133376
5,7BS,-,1511358135171
11,1BS,-,1511358139535
3,6BF,https://query.wikidata.org/#SELECT %3Fart_culo_cient_fico %3Fart_culo_cient_ficoLabel WHERE {%0A SERVICE wikibase%3Alabel { bd%3AserviceParam wikibase%3Alanguage [AUTO_LANGUAGE]%2Cen. }%0A %3Fart_culo_cient_fico wdt%3AP31 wd%3AQ13442814.%0A %0A %3Fart_culo_cient_fico wdt%3AP921 wd%3AQ2013.%0A}%0ALIMIT 100,1511358152148
3,7BS,-,1511358153651
10,5AF,https://query.wikidata.org/#SELECT%20%3Fmujer%20%3FmujerLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%0A%20%20%3Fmujer%20wdt%3AP180%20wd%3AQ467.%0A%20%20%3Fmujer%20wdt%3AP495%20wd%3AQ25.%0A%7D%0ALIMIT%20100,1511358174655
10,6AS,-,1511358176302
4,5AF,https://query.wikidata.org/#SELECT %3Fobra_de_teatro %3Fobra_de_teatroLabel WHERE {%0A SERVICE wikibase%3Alabel { bd%3AserviceParam wikibase%3Alanguage [AUTO_LANGUAGE]%2Cen. }%0A %3Fobra_de_teatro wdt%3AP31 wd%3AQ5.%0A %3Fobra_de_teatro wdt%3AP19 wd%3AQ25.%0A %3Fobra_de_teatro wdt%3AP21 wd%3AQ467.%0A}%0ALIMIT 100,1511358178680
4,6AS,-,1511358180607
11,1BF,http://facet.dcc.uchile.cl/grafa/search?lang=es&keyword=&instance=Q25379,1511358188752
6,8AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q95074&properties=P1080%23%23Q931597&properties=,1511358194330
11,2BS,-,1511358194468
6,9AS,-,1511358197126
8,10AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&keyword=mosquito&instance=,1511358206014
9,10BF,https://query.wikidata.org/#SELECT%20%3FCulicidae%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%0A%20%20%0A%20%20%3FCulicidae%20wdt%3AP171%20wd%3AQ7367.%0A%20%20%0A%7D%0ALIMIT%20100,1511358256928
4,6AF,http://facet.dcc.uchile.cl/grafa/search?instance=Q13442814&properties=P921%23%23Q2013,1511358256947
4,7AS,-,1511358258542
3,7BF,,1511358279251
3,8BS,-,1511358280236
5,7BF,http://facet.dcc.uchile.cl/grafa/search?keyword=Law+%26+Order&lang=es&instance=,1511358334834
5,8BS,-,1511358336624
10,6AF,http://facet.dcc.uchile.cl/grafa/search?lang=es&instance=Q13442814&properties=P921%23%23Q2013,1511358336752
10,7AS,-,1511358338347
11,2BF,https://query.wikidata.org/#SELECT%20%3FCameroon%20%3FCameroonLabel%20WHERE%20%7B%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22%5BAUTO_LANGUAGE%5D%2Cen%22.%20%7D%0A%20%20%3FCameroon%20wdt%3AP17%20wd%3AQ1009.%0A%20%20%3FCameroon%20wdt%3AP31%20wd%3AQ23397.%0A%7D%0ALIMIT%20100,1511358346198
11,3BS,-,1511358348488
